Complaint_ID,Complaint_Text,Category
SWG538065,I want a full refund for this. Received completely different order. Ordered veg but got non-veg items.,Incorrect Order
SWG861200,Please take immediate action. Status updates are completely wrong and inconsistent throughout. This needs immediate attention.,Inconsistent Order Status
SWG142859,Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG270162,Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG333524,The order tracking status keeps fluctuating between different stages. I want a proper explanation for this.,Inconsistent Order Status
SWG774751,Sudden order cancellation after payment was successful. Need immediate refund.,Order Cancellation
SWG944917,Order cancelled without consent. This is the third time this month.,Order Cancellation
SWG250295,Payment failed but amount was deducted from my account. I hope this gets resolved soon.,Payment Issue
SWG393975,I expect better service from Swiggy. Restaurant didn't follow special cooking instructions provided. Please help resolve this matter urgently.,Restaurant Service Issue
SWG260155,The restaurant sent wrong items. Ordered Chinese but received South Indian. I hope this gets resolved soon.,Incorrect Order
SWG849584,Valid coupon code showing as expired or invalid. Please improve your service quality.,Coupon/Offer Issue
SWG733521,Food delivered 3 hours after estimated time. Completely unacceptable. Please ensure this doesn't happen again.,Late Delivery
SWG218124,Promotional offer not applied even after fulfilling all conditions.,Coupon/Offer Issue
SWG467719,Money debited but order not placed. Payment gateway issue.,Payment Issue
SWG240600,Delivery boy didn't call properly and marked order as delivered without delivering. Please ensure this doesn't happen again.,Delivery Executive Issue
SWG587506,Money debited but order not placed. Payment gateway issue.,Payment Issue
SWG759393,Quality of food was disappointing. Items were not fresh at all.,Food Quality Issue
SWG325595,This has happened multiple times. Sudden order cancellation after payment was successful. Need immediate refund.,Order Cancellation
SWG215717,Delivery boy didn't call properly and marked order as delivered without delivering. This is really disappointing.,Delivery Executive Issue
SWG786141,I want a full refund for this. Very late delivery without any notification or apology.,Late Delivery
SWG932199,Technical glitch in the app. Cannot complete the checkout process. I am losing trust in Swiggy.,App Technical Issue
SWG601946,Please resolve this issue immediately. Refund not processed even after 7 working days of cancellation.,Refund Issue
SWG479687,Charged extra amount than the order total. Billing discrepancy.,Payment Issue
SWG515597,Food quality is deteriorating. This restaurant used to be good before.,Food Quality Issue
SWG657593,App freezes every time I try to add items to cart.,App Technical Issue
SWG468710,Please take immediate action. Got someone else's order. The items are completely different. I want a proper explanation for this.,Incorrect Order
SWG769077,Received cold food after 2 hours delay. Pizza was like cardboard.,Cold Food Delivery
SWG137604,I want a full refund for this. Food packaging was completely damaged and looked unsafe to eat.,Unhygienic Packaging
SWG177797,Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG839142,Cancelled my order after confirming it. Very disappointing experience.,Order Cancellation
SWG703396,Several items missing from my order without any notification.,Missing Items
SWG844261,Unable to track my order. The app shows no information about delivery status. Please ensure this doesn't happen again.,Tracking Issue
SWG417991,Received food in damaged packaging. Very unhygienic condition.,Unhygienic Packaging
SWG149359,I want a full refund for this. Support team keeps giving generic responses without solving the issue.,Professional Support Agent
SWG747224,Charged extra amount than the order total. Billing discrepancy.,Payment Issue
SWG493370,This is unacceptable. No response from restaurant staff when trying to discuss order issues.,Non-Responsive Restaurant
SWG818378,Discount coupon not working for eligible restaurants.,Coupon/Offer Issue
SWG551860,Order got cancelled automatically and money is still debited from my account.,Order Cancellation
SWG151952,Promotional offer not applied even after fulfilling all conditions.,Coupon/Offer Issue
SWG633392,Food delivered 3 hours after estimated time. Completely unacceptable.,Late Delivery
SWG471910,App crashes when trying to apply coupon codes.,App Technical Issue
SWG363139,Partial refund received instead of full amount for cancelled order.,Refund Issue
SWG302877,Received poor quality food with weird taste and texture. I hope this gets resolved soon.,Food Quality Issue
SWG832377,Inconsistent order updates. Can't rely on the status information.,Inconsistent Order Status
SWG333507,My order was cancelled without any notification after 1 hour of waiting.,Order Cancellation
SWG115626,This is very frustrating. Delivery person went to wrong address and food got cold. Please take necessary action.,Delivery Location Issue
SWG455627,The delivery executive was late and blamed me for the delay.,Delivery Executive Issue
SWG633025,Status shows 'out for delivery' but then changes back to 'preparing'. This needs immediate attention.,Inconsistent Order Status
SWG171849,Order tracking shows wrong location and estimated time keeps changing. I hope this gets resolved soon.,Tracking Issue
SWG172306,This ruined my entire meal experience. Order tracking feature is buggy. Shows different status every time I refresh.,Tracking Issue
SWG195606,Received poor quality food with weird taste and texture. Please improve your service quality.,Food Quality Issue
SWG134272,I expect better service from Swiggy. Poor food quality with bad taste and smell. Seems like old ingredients used.,Food Quality Issue
SWG329713,Partial refund received instead of full amount for cancelled order.,Refund Issue
SWG857537,Unable to track my order. The app shows no information about delivery status.,Tracking Issue
SWG720209,Support team is not resolving my complaint properly. This is not what I expected from Swiggy.,Professional Support Agent
SWG437471,Wallet balance not updated after successful payment deduction.,Payment Issue
SWG658358,Customer support agent was not helpful and kept transferring calls. This is not what I expected from Swiggy.,Professional Support Agent
SWG636196,Support agent was unprofessional and didn't understand my issue. Please take necessary action.,Professional Support Agent
